Date,Open,High,Low,Close,Adj Close,Volume
2018-05-22,2738.340088,2742.239990,2721.879883,2724.439941,2724.439941,3384140000
2018-05-23,2713.979980,2733.330078,2709.540039,2733.290039,2733.290039,3333160000
2018-05-24,2730.939941,2731.969971,2707.379883,2727.760010,2727.760010,3285750000
2018-05-25,2723.600098,2727.360107,2714.989990,2721.330078,2721.330078,3015260000
2018-05-29,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3743310000
2018-05-30,2702.429932,2729.340088,2702.429932,2724.010010,2724.010010,3566490000
2018-05-31,2720.979980,2722.500000,2700.679932,2705.270020,2705.270020,4241100000
2018-06-01,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3694310000
2018-06-04,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3410090000
2018-06-05,2748.459961,2752.610107,2739.510010,2748.800049,2748.800049,3523550000
2018-06-06,2753.250000,2772.389893,2748.459961,2772.350098,2772.350098,3662780000
2018-06-07,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3742080000
2018-06-08,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3138850000
2018-06-11,2780.179932,2790.209961,2780.169922,2782.000000,2782.000000,3262130000
2018-06-12,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3435700000
2018-06-13,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3820770000
2018-06-14,2783.209961,2789.060059,2776.520020,2782.489990,2782.489990,3540930000
2018-06-15,2777.780029,2782.810059,2761.729980,2779.659912,2779.659912,5451990000
2018-06-18,2765.790039,2774.989990,2757.120117,2773.750000,2773.750000,3316120000
2018-06-19,2752.010010,2765.050049,2743.189941,2762.590088,2762.590088,3671160000
2018-06-20,2769.729980,2774.860107,2763.909912,2767.320068,2767.320068,3332140000
2018-06-21,2769.280029,2769.280029,2744.389893,2749.760010,2749.760010,3336580000
2018-06-22,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5468110000
2018-06-25,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3663280000
2018-06-26,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3568900000
2018-06-27,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3803990000
2018-06-28,2698.689941,2724.340088,2691.989990,2716.310059,2716.310059,3461100000
2018-06-29,2727.129883,2743.260010,2718.030029,2718.370117,2718.370117,3586800000
2018-07-02,2704.949951,2727.260010,2698.949951,2726.709961,2726.709961,3095040000
2018-07-03,2733.270020,2736.580078,2711.159912,2713.219971,2713.219971,1911460000
2018-07-05,2724.189941,2737.830078,2716.020020,2736.610107,2736.610107,2980160000
2018-07-06,2737.679932,2764.409912,2733.520020,2759.820068,2759.820068,2590250000
2018-07-09,2775.620117,2784.649902,2770.729980,2784.169922,2784.169922,3070060000
2018-07-10,2788.560059,2795.580078,2786.239990,2793.840088,2793.840088,3080140000
2018-07-11,2779.820068,2785.909912,2770.770020,2774.020020,2774.020020,2986180000
2018-07-12,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2834230000
2018-07-13,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2619790000
2018-07-16,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2819860000
2018-07-17,2789.340088,2814.189941,2789.239990,2809.550049,2809.550049,3064920000
2018-07-18,2811.350098,2816.760010,2805.889893,2815.620117,2815.620117,3111560000
2018-07-19,2809.370117,2812.050049,2799.770020,2804.489990,2804.489990,3278360000
2018-07-20,2804.550049,2809.699951,2800.010010,2801.830078,2801.830078,3243250000
2018-07-23,2799.169922,2808.610107,2795.139893,2806.979980,2806.979980,2928490000
2018-07-24,2820.679932,2829.989990,2811.120117,2820.399902,2820.399902,3430410000
2018-07-25,2817.729980,2848.030029,2817.729980,2846.070068,2846.070068,3584400000
2018-07-26,2835.489990,2845.570068,2835.260010,2837.439941,2837.439941,3667290000
2018-07-27,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3434370000
2018-07-30,2819.000000,2821.739990,2798.110107,2802.600098,2802.600098,3261190000
2018-07-31,2809.729980,2824.459961,2808.060059,2816.290039,2816.290039,3906890000
2018-08-01,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3501350000
2018-08-02,2800.479980,2829.909912,2796.340088,2827.219971,2827.219971,3501380000
2018-08-03,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3043690000
2018-08-06,2840.290039,2853.290039,2835.979980,2850.399902,2850.399902,2879020000
2018-08-07,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3185440000
2018-08-08,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2978070000
2018-08-09,2857.189941,2862.479980,2851.979980,2853.580078,2853.580078,3066180000
2018-08-10,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3265590000
2018-08-13,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3173630000
2018-08-14,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2986500000
2018-08-15,2827.949951,2827.949951,2802.489990,2818.370117,2818.370117,3656680000
2018-08-16,2831.439941,2850.489990,2831.439941,2840.689941,2840.689941,3232000000
2018-08-17,2838.320068,2855.629883,2833.729980,2850.129883,2850.129883,3037640000
2018-08-20,2853.929932,2859.760010,2850.620117,2857.050049,2857.050049,2757150000
2018-08-21,2861.510010,2873.229980,2861.320068,2862.959961,2862.959961,3174010000
2018-08-22,2860.989990,2867.540039,2856.050049,2861.820068,2861.820068,2701250000
2018-08-23,2860.290039,2868.780029,2854.030029,2856.979980,2856.979980,2724450000
2018-08-24,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2603010000
2018-08-27,2884.689941,2898.250000,2884.689941,2896.739990,2896.739990,2865070000
2018-08-28,2901.449951,2903.770020,2893.500000,2897.520020,2897.520020,2687770000
2018-08-29,2900.620117,2916.500000,2898.399902,2914.040039,2914.040039,2805520000
2018-08-30,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2810450000
2018-08-31,2898.370117,2906.320068,2891.729980,2901.520020,2901.520020,2887220000
2018-09-04,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3087420000
2018-09-05,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3248780000
2018-09-06,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3144240000
2018-09-07,2868.260010,2883.810059,2864.120117,2871.679932,2871.679932,2976580000
2018-09-10,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2751100000
2018-09-11,2871.570068,2892.520020,2866.780029,2887.889893,2887.889893,2904500000
2018-09-12,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3341280000
2018-09-13,2896.850098,2906.760010,2896.389893,2904.179932,2904.179932,3274090000
2018-09-14,2906.379883,2908.300049,2895.770020,2904.979980,2904.979980,3179410000
2018-09-17,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2967980000
2018-09-18,2890.739990,2911.169922,2890.429932,2904.310059,2904.310059,3091190000
2018-09-19,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3302460000
2018-09-20,2919.729980,2934.800049,2919.729980,2930.750000,2930.750000,3406520000
2018-09-21,2936.760010,2940.909912,2927.110107,2929.669922,2929.669922,5652470000
2018-09-24,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3392030000
2018-09-25,2921.750000,2923.949951,2913.699951,2915.560059,2915.560059,3330880000
2018-09-26,2916.979980,2931.149902,2903.280029,2905.969971,2905.969971,3417540000
2018-09-27,2911.649902,2927.219971,2909.270020,2914.000000,2914.000000,3101360000
2018-09-28,2910.030029,2920.530029,2907.500000,2913.979980,2913.979980,3461680000
2018-10-01,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3375890000
2018-10-02,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3432620000
2018-10-03,2931.689941,2939.860107,2921.360107,2925.510010,2925.510010,3625510000
2018-10-04,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3510370000
2018-10-05,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3340820000
2018-10-08,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3381820000
2018-10-09,2882.510010,2894.830078,2874.270020,2880.340088,2880.340088,3531690000
2018-10-10,2873.899902,2874.020020,2784.860107,2785.679932,2785.679932,4554260000
2018-10-11,2776.870117,2795.139893,2710.510010,2728.370117,2728.370117,4914090000
2018-10-12,2770.540039,2775.770020,2729.439941,2767.129883,2767.129883,4024010000
2018-10-15,2763.830078,2775.989990,2749.030029,2750.790039,2750.790039,3327160000
2018-10-16,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3460260000
2018-10-17,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3347090000
2018-10-18,2802.000000,2806.040039,2755.179932,2768.780029,2768.780029,3639300000
2018-10-19,2775.659912,2797.770020,2760.270020,2767.780029,2767.780029,3593940000
2018-10-22,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3331270000
2018-10-23,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4373710000
2018-10-24,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4738670000
2018-10-25,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4663930000
2018-10-26,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4804330000
2018-10-29,2682.649902,2706.850098,2603.540039,2641.250000,2641.250000,4701260000
2018-10-30,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5125600000
2018-10-31,2705.600098,2736.689941,2705.600098,2711.739990,2711.739990,5133380000
2018-11-01,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4730250000
2018-11-02,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4261230000
2018-11-05,2726.370117,2744.270020,2717.939941,2738.310059,2738.310059,3650910000
2018-11-06,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3543800000
2018-11-07,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3929080000
2018-11-08,2806.379883,2814.750000,2794.989990,2806.830078,2806.830078,3673550000
2018-11-09,2794.100098,2794.100098,2764.239990,2781.010010,2781.010010,4029030000
2018-11-12,2773.929932,2775.989990,2722.000000,2726.219971,2726.219971,3701570000
2018-11-13,2730.050049,2754.600098,2714.979980,2722.179932,2722.179932,4112820000
2018-11-14,2737.899902,2746.800049,2685.750000,2701.580078,2701.580078,4449060000
2018-11-15,2693.520020,2735.379883,2670.750000,2730.199951,2730.199951,4204960000
2018-11-16,2718.540039,2746.750000,2712.159912,2736.270020,2736.270020,3996970000
2018-11-19,2730.739990,2733.159912,2681.090088,2690.729980,2690.729980,3806940000
2018-11-20,2654.600098,2669.439941,2631.520020,2641.889893,2641.889893,4370820000
2018-11-21,2657.739990,2670.729980,2649.820068,2649.929932,2649.929932,3237400000
2018-11-23,2633.360107,2647.550049,2631.090088,2632.560059,2632.560059,1651680000
2018-11-26,2649.969971,2674.350098,2649.969971,2673.449951,2673.449951,3523520000
2018-11-27,2663.750000,2682.530029,2655.889893,2682.169922,2682.169922,3494380000
2018-11-28,2691.449951,2744.000000,2684.379883,2743.790039,2743.790039,3984540000
2018-11-29,2736.969971,2753.750000,2722.939941,2737.800049,2737.800049,3599200000
2018-11-30,2737.760010,2760.879883,2732.760010,2760.169922,2760.169922,4668310000
2018-12-03,2790.500000,2800.179932,2773.379883,2790.370117,2790.370117,4221580000
2018-12-04,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4515710000
2018-12-06,2663.510010,2696.149902,2621.530029,2695.949951,2695.949951,5180430000
2018-12-07,2691.260010,2708.540039,2623.139893,2633.080078,2633.080078,4242240000
2018-12-10,2630.860107,2647.510010,2583.229980,2637.719971,2637.719971,4162880000
2018-12-11,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3963440000
2018-12-12,2658.229980,2685.439941,2650.260010,2651.070068,2651.070068,4029300000
2018-12-13,2658.699951,2670.189941,2637.270020,2650.540039,2650.540039,3978340000
2018-12-14,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4064370000
2018-12-17,2590.750000,2601.129883,2530.540039,2545.939941,2545.939941,4661420000
2018-12-18,2559.899902,2573.989990,2528.709961,2546.159912,2546.159912,4519190000
2018-12-19,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5152830000
2018-12-20,2496.770020,2509.629883,2441.179932,2467.419922,2467.419922,5619780000
2018-12-21,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7657890000
2018-12-24,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613670000
2018-12-26,2363.120117,2467.760010,2346.580078,2467.699951,2467.699951,4249740000
2018-12-27,2442.500000,2489.100098,2397.939941,2488.830078,2488.830078,4139010000
2018-12-28,2498.770020,2520.270020,2472.889893,2485.739990,2485.739990,3728440000
2018-12-31,2498.939941,2509.239990,2482.820068,2506.850098,2506.850098,3461920000
2019-01-02,2476.959961,2519.489990,2467.469971,2510.030029,2510.030029,3733160000
2019-01-03,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3858830000
2019-01-04,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4234140000
2019-01-07,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4133120000
2019-01-08,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4120060000
2019-01-09,2580.000000,2595.320068,2568.889893,2584.959961,2584.959961,4088740000
2019-01-10,2573.510010,2597.820068,2562.020020,2596.639893,2596.639893,3721300000
2019-01-11,2588.110107,2596.270020,2577.399902,2596.260010,2596.260010,3447460000
2019-01-14,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3689370000
2019-01-15,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3601180000
2019-01-16,2614.750000,2625.760010,2612.679932,2616.100098,2616.100098,3882180000
2019-01-17,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3802410000
2019-01-18,2651.270020,2675.469971,2647.580078,2670.709961,2670.709961,4009010000
2019-01-22,2657.879883,2657.879883,2617.270020,2632.899902,2632.899902,3923950000
2019-01-23,2643.479980,2653.189941,2612.860107,2638.699951,2638.699951,3358770000
2019-01-24,2638.840088,2647.199951,2627.010010,2642.330078,2642.330078,3449230000
2019-01-25,2657.439941,2672.379883,2657.330078,2664.760010,2664.760010,3821000000
2019-01-28,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3630820000
2019-01-29,2644.889893,2650.929932,2631.050049,2640.000000,2640.000000,3518070000
2019-01-30,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3883270000
2019-01-31,2685.489990,2708.949951,2678.649902,2704.100098,2704.100098,4953800000
2019-02-01,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3782490000
2019-02-04,2706.489990,2724.989990,2698.750000,2724.870117,2724.870117,3369450000
2019-02-05,2728.340088,2738.979980,2724.030029,2737.699951,2737.699951,3597620000
2019-02-06,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3486590000
2019-02-07,2717.530029,2719.320068,2687.260010,2706.050049,2706.050049,4114040000
2019-02-08,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3649510000
2019-02-11,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3395330000
2019-02-12,2722.610107,2748.189941,2722.610107,2744.729980,2744.729980,3843020000
2019-02-13,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3684910000
2019-02-14,2743.500000,2757.899902,2731.229980,2745.729980,2745.729980,3845390000
2019-02-15,2760.239990,2775.659912,2760.239990,2775.600098,2775.600098,3648680000
2019-02-19,2769.280029,2787.330078,2767.290039,2779.760010,2779.760010,3535270000
2019-02-20,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3904830000
2019-02-21,2780.239990,2781.580078,2764.550049,2774.879883,2774.879883,3598260000
2019-02-22,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3429350000
2019-02-25,2804.350098,2813.489990,2794.989990,2796.110107,2796.110107,3860260000
2019-02-26,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3676200000
2019-02-27,2787.500000,2795.760010,2775.129883,2792.379883,2792.379883,3771790000
2019-02-28,2788.110107,2793.729980,2782.510010,2784.489990,2784.489990,4445780000
2019-03-01,2798.219971,2808.020020,2787.379883,2803.689941,2803.689941,3994950000
2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3949730000
2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3631380000
2019-03-06,2790.270020,2790.270020,2768.689941,2771.449951,2771.449951,3800180000
2019-03-07,2766.530029,2767.250000,2739.090088,2748.929932,2748.929932,3932150000
2019-03-08,2730.790039,2744.129883,2722.270020,2743.070068,2743.070068,3424300000
2019-03-11,2747.610107,2784.000000,2747.610107,2783.300049,2783.300049,3764850000
2019-03-12,2787.340088,2798.320068,2786.729980,2791.520020,2791.520020,3432340000
2019-03-13,2799.780029,2821.239990,2799.780029,2810.919922,2810.919922,3782250000
2019-03-14,2810.379883,2815.000000,2803.459961,2808.479980,2808.479980,3505670000
2019-03-15,2810.790039,2830.729980,2810.790039,2822.479980,2822.479980,5969780000
2019-03-18,2822.610107,2835.409912,2821.989990,2832.939941,2832.939941,3620770000
2019-03-19,2840.760010,2852.419922,2823.270020,2832.570068,2832.570068,3650740000
2019-03-20,2831.340088,2843.540039,2812.429932,2824.229980,2824.229980,3779160000
2019-03-21,2819.719971,2860.310059,2817.379883,2854.879883,2854.879883,3612620000
2019-03-22,2844.520020,2846.159912,2800.469971,2800.709961,2800.709961,4253730000
2019-03-25,2796.010010,2809.790039,2785.020020,2798.360107,2798.360107,3406110000
2019-03-26,2812.659912,2829.870117,2803.989990,2818.459961,2818.459961,3288570000
2019-03-27,2819.719971,2825.560059,2787.719971,2805.370117,2805.370117,3422400000
2019-03-28,2809.399902,2819.709961,2798.770020,2815.439941,2815.439941,3185460000
2019-03-29,2828.270020,2836.030029,2819.229980,2834.399902,2834.399902,3752520000
2019-04-01,2848.629883,2869.399902,2848.629883,2867.189941,2867.189941,3560090000
2019-04-02,2868.239990,2872.899902,2858.750000,2867.239990,2867.239990,3267210000
